Date,Title,Sentiment_Score,Label
2007-10-28,Can Oil Slow Down the World Economy?,0.5152083653956652,positive
2007-10-29,"Rate-cut hopes, commodity shares buoy Wall St.",0.7951267287135124,positive
2007-10-29,Dollar hits fresh low against euro,-0.9533065278083086,negative
2007-10-29,"U.S. Stocks Gain, Led by Commodity Shares; Exxon, Newmont Rise",0.9003181420266628,positive
2007-10-30,Data add to gloom on US economy,-0.9536593407392502,negative
2007-10-31,US Economic Growth Rate Edges up in Q3,0.8987639620900154,positive
2007-10-31,Oil near $90 ahead of Fed rate decision,-0.0145994424819946,negative
2007-10-31,Crude Oil Rises After Report of Unexpected U.S. Inventory Drop,0.5304649174213409,positive
2007-10-31,Fed Cuts Interest Rate by 1/4 Point,-0.7930121384561062,negative
2007-11-01,Dollar falls vs yen as U.S. stocks weigh,-0.9382453188300132,negative
2007-11-01,Oil falls from record high above $96,-0.9495357722043992,negative
2007-11-01,US Market Ends Down Sharply on Credit Worries,-0.9612426050007344,negative
2007-11-02,"U.S. Payrolls Rose 166,000 in October",0.4073925614356994,positive
2007-11-05,"U.S. Stocks Decline, Led by Financials; Citigroup, Merrill Fall",-0.9608774073421956,negative
2007-11-05,Oil falls as Citi woes revive credit concerns,-0.7767002880573273,negative
2007-11-06,US Stocks Gain on Energy,0.9060845300555228,positive
2007-11-06,Gold Climbs to 27-Year High,0.7157618030905724,positive
2007-11-06,Dollar Falls to Record Low Against Euro,-0.947020849213004,negative
2007-11-06,Crude Oil Reach Records,0.671104371547699,positive
2007-11-07,Oil closes in on $100 a barrel level,0.4396105110645294,positive
2007-11-07,U.S. Stocks Plunges on Heightened Credit Fears,-0.9571427926421164,negative
2007-11-08,Wall Street hit by tech and retail stocks,-0.9635053826496004,negative
2007-11-08,Bernanke warns on risks of higher inflation,-0.1939163915812969,neutral
2007-11-09,U.S. Trade Gap Shrinks in September,-0.9056574702262878,negative
2007-11-09,"Wall St. set for slide at open on banks, tech",-0.9317024331539868,negative
2007-11-10,How bad is the U.S. Economy doing?,-0.8437219262123108,negative
2007-11-12,Oil Falls More Than $2 as Slower U.S. Economy May Curb Demand,-0.9271375369280576,negative
2007-11-12,"U.S. Stocks Fall, Led by Oil and Metal Producers",-0.9617856545373796,negative
2007-11-13,U.S. Market Advances Most in Two Months,-0.794761911034584,negative
2007-11-14,Retail Sales and Producer Price Reports Show Slower U.S. Growth,-0.9001227766275406,negative
2007-11-14,U.S Market Flat as Initial Gains Fade,-0.6012341678142548,negative
2007-11-14,U.S. Market Stumbles on Credit Worries,-0.9570883894339204,negative
2007-11-15,U.S. CPI rose 0.3 percent in October,0.88766148686409,positive
2007-11-15,Oil Falls Sharply after Rise in U.S. Crude Stocks,-0.955316030420363,negative
2007-11-15,Dollar Rises vs Euro on Credit Crunch Fears,-0.160777062177658,negative
2007-11-15,"Wall St Slides Amid Credit, Housing Fear",-0.9550689421594144,negative
2007-11-16,Fed's Kroszner: Current policy OK for rough patch,0.1746620759367942,neutral
2007-11-16,U.S. Stock Market Ends Higher on Tech,0.8467146456241608,positive
2007-11-18,Opec Unites Behind Higher Prices,-0.155028261244297,neutral
2007-11-18,"Volatility, Thin Trade Seen Due to Holiday",-0.7005907744169235,negative
2007-11-19,Dollar Hit by Fresh Weakness,-0.9510092921555042,negative
2007-11-19,Citi Downgrade Rattles Wall Street,-0.9552585585042834,negative
2007-11-20,Rate Talk Sends Dollar to Record Low,-0.9411404933780432,negative
2007-11-20,Crude Oil Rises a Third Day as U.S. Dollar Touches Record Low,0.839615847915411,positive
2007-11-20,Fed Lowers Growth Forcast,-0.9246871024370192,negative
2007-11-20,U.S. Stocks Rebound from Three-month Lows,0.8616891019046307,positive
2007-11-21,Fears of Slowdown in U.S. Hit Markets,-0.8849918004125357,negative
2007-11-21,Crude oil almost at $100,0.2089336514472961,positive
2007-11-21,U.S. Dollar: Whose problem is it now?,-0.8650115467607975,negative
2007-11-22,Dollar Marks Thanksgiving with New Record Lows,-0.8525167033076286,negative
2007-11-22,Oil Steadies while Gold Breaches $800,-0.0668160617351532,negative
2007-11-23,Dollar Tumbles to Record Low Against Euro,-0.9332907665520906,negative
2007-11-25,What May Influence U.S Stocks this Week?,-0.7827803418040276,negative
2007-11-26,U.S Market Plunge on Credit Woes,-0.9477215930819513,negative
2007-11-26,Oil Falls on Prospect of OPEC Supply Increase,-0.946057116612792,negative
2007-11-27,Dollar Gives Up Early Gains,0.6843237206339836,positive
2007-11-27,US Housing Gloom Intensifies,-0.9507610891014338,negative
2007-11-28,Fed Seeks to Calm Markets,0.0968673080205917,neutral
2007-11-28,Dollar Gains; Investors Bet Recent Declines Too Far,0.6257892549037933,positive
2007-11-28,U.S. Economic Growth Eased as Home Demand Fell,-0.9370050393044947,negative
2007-11-30,Oil Falls Below $89,-0.8948604594916105,negative
2007-12-03,Oil Slides to 5-week Low,-0.9427354643121362,negative
2007-12-04,Credit Jitters Hit Global Stocks and Dollar,-0.6951571404933929,negative
2007-12-05,Dollar Extends Gains after Strong ADP Report,0.8616728037595749,positive
2007-12-05,Oil Price Jumps as Opec Rules out Increase,-0.3718049675226211,negative
2007-12-07,Jobs in U.S. Rise More Than Forecast,0.505680039525032,positive
2007-12-09,Big Fed Rate Cut May Spur a Rally,0.8032395131886005,positive
2007-12-10,Dollar Slips after Last Week's Gains,-0.9521155599504708,negative
2007-12-11,Fed Set to Cut Rates,-0.762933511286974,negative
2007-12-11,Fed Cuts Rates by a Quarter-point,-0.6691950485110283,negative
2007-12-12,U.S. Trade Gap Widens in October,-0.4431929588317871,negative
2007-12-12,Central Banks Step in to Attack Credit Crisis,-0.0175670906901359,neutral
2007-12-13,Futures Inch off Lows on Retail Sales,-0.9339905511587858,negative
2007-12-14,U.S. November CPI up 0.8 percent,0.7405152171850204,positive
2007-12-16,Greenspan Sees Early Signs of U.S. Stagflation,-0.5355439260601997,negative
2007-12-17,Dollar Extends Gains as Traders Square Bets,0.9048794079571962,positive
2007-12-17,"Oil Falls, Stronger Dollar Weighs",-0.6961884200572968,negative
2007-12-19,Oil Edges Up Ahead of Weekly U.S. Inventory Data,0.8715594708919525,positive
2007-12-21,Oil near $91,-0.8843885622918606,negative
2007-12-26,Dollar Softens in Thin Trade as Stocks Dip,-0.92974291741848,negative
2007-12-26,Oil Hits One-month High over $96 a Barrel,-0.859434399753809,negative
2007-12-26,Gold Rises to Four-Week High as Dollar Declines,0.9169015120714904,positive
2007-12-27,U.S. Stocks Drop on Economic Concern,-0.9629149958491324,negative
2007-12-28,Dollar Falls on Soft U.S. Economic Data,-0.9593936130404472,negative
2007-12-31,"Dollar Falls, to End 2007 on Down Note",-0.958260734565556,negative
2007-12-31,Oil Eyes Biggest Gain this Decade,0.6441095024347305,positive
2007-12-31,Gold Holds Near 28-Year High,0.8360597714781761,positive
2008-01-02,Gold Reaches New Record,0.5887164063751698,positive
2008-01-02,Oil Touches $100 a Barrel,0.4326019287109375,positive
2008-01-02,"Dollar Falls Against Euro, Yen",-0.9584060600027442,negative
2008-01-02,"U.S. Stocks Drop, DJI to Worst Start Since 1983",-0.9601921355351806,negative
2008-01-03,Dollar Trades Flat vs Euro,-0.8488871082663536,negative
2008-01-04,Oil Declines After Jobs Report,-0.9569999538362026,negative
2008-01-04,Jobs Data Raise Recession Fears on Wall Street,-0.9597058454528452,negative
2008-01-07,U.S. Stocks Rise for First Time in 2008,0.8928541634231806,positive
2008-01-07,Crude Oil Falls More Than $2,-0.956991764716804,negative
2008-01-07,Dollar Rises Against Yen,0.8095583245158195,positive
2008-01-08,Inflation Fears Drive Gold to New Record,0.8172729313373566,positive
2008-01-09,Dollar Advances vs Majors,0.7910943701863289,positive
2008-01-11,U.S. November Trade Deficit Widens More Than Forecast,-0.5684942901134491,negative
2008-01-11,Oil Eases Near $93 on U.S. Economic Worries,-0.7159149944782257,negative
2008-01-13,Inflation Threats the World Economy,-0.8347875997424126,negative
2008-01-14,Gold Passes $900 on Dollar Weakness,0.2153224050998687,positive
2008-01-14,Dollar Falls on Speculation Fed Will Cut Rates,-0.9412763360887766,negative
2008-01-15,Dollar Falls on Weak Retail Sales,-0.9505406226962804,negative
2008-01-15,Oil Falls to $93 on Economic Concerns,-0.9549964908510448,negative
2008-01-15,"U.S. Stocks Decline on Citigroup's Loss, Drop in Retail Sales",-0.9572297856211662,negative
2008-01-16,Oil Drops Below $91,-0.9263319559395312,negative
2008-01-16,U.S. Inflation Rises the Most in 17 Years,0.6951663345098495,positive
2008-01-17,Dollar Declines as Bernanke Points to Easing,-0.95760911796242,negative
2008-01-17,US Stocks Sink Amid Recession Fears,-0.9631323451176286,negative
2008-01-18,Dollar Gains vs Yen as Stock Markets Rise,0.8924080841243267,positive
2008-01-18,U.S. Leading Indicator Index Fell More Than Forecast,-0.966530742123723,negative
2008-01-19,U.S. Stocks Post Steepest Drop Since July 2002,-0.958938711322844,negative
2008-01-21,Oil Falls Below $89 as Stock Markets Plunge,-0.9488871973007916,negative
2008-01-22,Fed Slashes Rates by 75 Points,-0.6900053098797798,negative
2008-01-22,Dollar Dives Versus Euro on Emergency Fed Cut,-0.9437624700367452,negative
2008-01-22,Market Falls on Recession Worries,-0.9632119294255972,negative
2008-01-23,U.S. Stocks Fall for Sixth Day,-0.961779022589326,negative
2008-01-23,Wall St Rebounds on Talk of Credit Rescue,0.3693012595176697,positive
2008-01-24,"Euro Rises Versus Dollar, Yen",0.7030780613422394,positive
2008-01-24,Gold Jumps Above $900,0.8422043286263943,positive
2008-01-24,Crude Oil Rises From Three-Month Low as Global Equities Gain,0.7896694764494896,positive
2008-01-24,U.S. Stocks Gain on Earnings,0.2216165661811828,positive
2008-01-25,US Stocks on Course to End Week Higher,0.8593911342322826,positive
2008-01-25,Dollar Rises as Aggressive Fed Cut Fears Recede,0.8092194348573685,positive
2008-01-28,Oil Slides Towards $89,-0.9507198240607976,negative
2008-01-28,Dollar Falls to Lowest Against Euro in Almost Two Weeks,-0.9558190116658808,negative
2008-01-29,Fed May Cut Rate Below Inflation,-0.869189914315939,negative
2008-01-29,"Gold, Platinum Hit Record on Supply, Rate Cut Hopes",0.74851144105196,positive
2008-01-29,Dollar Edges up vs Euro,0.8692042380571365,positive
2008-01-29,Oil Rises a Fifth Day,0.7193826660513878,positive
2008-01-30,U.S. Economy Expanded 0.6 Percent in Q4,-0.9502217033877968,negative
2008-01-30,Dollar Little Changed Against Euro Before Fed's Rate Decision,-0.3824441581964493,negative
2008-01-30,US Stocks Retreat as US Growth Slows,-0.9623820204287769,negative
2008-01-30,Fed Cuts Rates by 50 Basis Points,-0.4278461784124374,negative
2008-01-31,Dollar Heads for Weekly Decline Against Euro,-0.8897120505571365,negative
2008-02-01,Oil Spooked Again by Weak Economy Data,-0.9592951331287622,negative
2008-02-01,U.S. Payrolls Decline for First Time in Four Years,-0.9565899781882764,negative
2008-02-04,Oil Pares Losses,-0.7056215554475784,negative
2008-02-04,U.S. Stocks Drop on Bank Downgrades,-0.957038801163435,negative
2008-02-05,"Oil fell more than a dollar on Tuesday, pressured by fund selling",-0.959762924350798,negative
2008-02-05,Dollar May Increase Against Euro on Slowing Growth in Europe,-0.1979440450668335,negative
2008-02-06,Dollar Extends Gains Against Euro,0.8300969898700714,positive
2008-02-08,U.S. Recession Is Now an Even Bet,-0.5649234987795353,negative
2008-02-12,Dollar Rallies vs Yen,0.8117671981453896,positive
2008-02-12,Dollar Trades Near One-Week Low Against Euro,-0.9320281390100718,negative
2008-02-13,Oil Rises above $93,0.8388728648424149,positive
2008-02-13,Dollar Climbs on Surprise Jump in Retail Sales,0.7597305327653885,positive
2008-02-15,Dollar Falls Against Euro,-0.938864605501294,negative
2008-02-19,Oil Falls From Record $100.10,-0.9237881302833556,negative
2008-02-19,Gold Trades Near Three-Week High,0.7571866065263748,positive
2008-02-20,Rising Inflation Underlines Challenge to Fed,0.2754765748977661,positive
2008-02-21,Gold Futures Rise to Record $958.40,0.845702763646841,positive
2008-02-21,Dollar Falls to Two-Week Low,-0.9476124532520772,negative
2008-02-21,Crude Oil Rises,0.8791078291833401,positive
2008-02-25,Dollar Gains vs Yen,0.9044142737984656,positive
2008-02-26,U.S. Stock-Index Futures Fall,-0.9362631905823946,negative
2008-02-26,Dollar Falls to Three-Week Low,-0.94890995323658,negative
2008-02-26,Oil Trades Near Record as U.S. Dollar Falls,-0.611399233341217,negative
2008-02-27,Dollar Slides to New Lows after Fed Warning,-0.783246673643589,negative
2008-02-27,"Gold Hits Record High on Tumbling Dollar, Firm Oil",0.7863730229437351,positive
2008-02-27,U.S. Stocks Advance,0.7545134350657463,positive
2008-02-28,U.S. Economy Grew Less Than Forecast,-0.9357069041579962,negative
2008-02-28,Dollar Falls to Record,-0.9412341937422752,negative
2008-02-28,Oil Hits New Peak,0.598639190196991,positive
2008-02-29,U.S. Stocks Decline on Economic Concern,-0.9586728243157268,negative
2008-03-02,Dollar Falls to 3-Year Low against Yen,-0.9318874962627888,negative
2008-03-05,Oil Rises Above $104,0.7552811354398727,positive
2008-03-09,"Dollar Falls Against Euro, Yen",-0.9499758612364532,negative
2008-03-10,"U.S. Stocks Retreat, Led by Financials",-0.96369550190866,negative
2008-03-10,Oil Falls Below $105,-0.8113406673073769,negative
2008-03-10,Oil Roars to Record Over $108,0.7970375008881092,positive
2008-03-11,U.S. Stocks Advance Most in Five Years,0.6180105209350586,positive
2008-03-11,U.S. January Trade Deficit Rises 0.6%,-0.0827166736125946,negative
2008-03-11,Dollar Gains Most in 3 Months Versus Yen,0.9025600887835026,positive
2008-03-12,U.S. Stocks Retreat on Recession Concern,-0.9558000303804874,negative
2008-03-12,Dollar Nears Record Low Against Euro,-0.9473221190273762,negative
2008-03-12,Dollar Falls to Lowest Since '95 Versus Yen,-0.9526651920750736,negative
2008-03-13,Dollar Climbs From Record Low,0.7834995537996292,positive
2008-03-14,U.S. Inflation Unchanged in February,-0.8091503903269768,negative
2008-03-14,Oil Slips below $110,-0.7929562404751778,negative
2008-03-14,Dollar Drops to Fresh Lows,-0.9468600926920772,negative
2008-03-16,U.S. Fed Cuts Discount Rate,-0.6967940367758274,negative
2008-03-16,JPMorgan Chase Buys Bear Stearns for $240 Million,-0.0945169664919376,neutral
2008-03-17,U.S. Stocks Drop for a Second Day,-0.950840689241886,negative
2008-03-17,Is the U.S. Fed Running Out of Options?,-0.4902496188879013,negative
2008-03-17,Dollar Slumps Below 96 Yen,-0.8984850645065308,negative
2008-03-17,Oil Rises to Record,0.9048524685204028,positive
2008-03-18,Fed Cuts Main Rate to 2.25%,-0.847006231546402,negative
2008-03-18,U.S. Stocks Surge,0.332288384437561,positive
2008-03-18,Dollar Posts Biggest Gain vs Yen in Nine Years,0.1337820589542389,positive
2008-03-19,Dollar Falls versus Euro,-0.9511060565710068,negative
2008-03-19,Oil falls below $105,-0.9196615442633628,negative
2008-03-19,Gold Falls Most Since June 2006,-0.9561029626056552,negative
2008-03-19,U.S. Stocks Drop,-0.9531432148069144,negative
2008-03-19,Dollar Declines Versus Yen,-0.9295886382460594,negative
2008-03-20,Oil Drops below $100,-0.922516219317913,negative
2008-03-20,Dollar up in Commodity Unwind,0.8842751830816269,positive
2008-03-21,Dollar Set for Weekly Gain,0.7469380348920822,positive
2008-03-24,U.S. Stocks Rise,0.8361146710813046,positive
2008-03-24,Dollar Gains on Speculation Fed's Actions Will Revive Growth,0.8941995538771152,positive
2008-03-24,Oil Falls a Third Day,-0.939642371609807,negative
2008-03-25,Dollar Falls against Euro,-0.95591951161623,negative
2008-03-25,U.S. Stocks Drop,-0.9638760974630712,negative
2008-03-26,Dollar Slumps after Weak Data,-0.958565360866487,negative
2008-03-27,Oil Near $106,0.5633455961942673,positive
2008-03-31,Dollar Heads for Biggest Quarterly Loss Against Euro Since 2004,-0.917254900559783,negative
2008-03-31,U.S. Stocks Gain,0.8761630766093731,positive
2008-03-31,Oil Falls More Than $4,-0.9184647761285304,negative
2008-04-01,Dollar Advances Most in Almost Two Weeks,0.9022230226546526,positive
2008-04-01,Why Gold is Soaring?,0.2114874683320522,neutral
2008-04-02,"Dollar Rises Against Euro, Yen",0.7355607077479362,positive
2008-04-03,Jobs Data Add to Gloom on Wall Street,-0.96328317373991,negative
2008-04-04,Dollar Falls Versus Euro,-0.956787971779704,negative
2008-04-04,"U.S. Loses 80,000 Jobs in March",-0.9563797852024436,negative
2008-04-07,Oil Climbs More,0.9000090155750513,positive
2008-04-07,Dollar Bottom Elusive Before G-7,-0.7902977615594864,negative
2008-04-10,U.S. Trade Deficit Unexpectedly Widened,-0.9338178802281618,negative
2008-04-10,Dollar Rebounds from Record Lows Versus Euro,-0.0273045003414154,negative
2008-04-11,Dollar Falls Against Euro and Yen,-0.9442225955426692,negative
2008-04-11,Oil Falls a Second Day,-0.9180553816258908,negative
2008-04-13,Dollar Rises After G7 Meeting,0.7577992305159569,positive
2008-04-14,Oil Bounces on Supply Disruptions,-0.924308830872178,negative
2008-04-14,Dollar weakens as bleak outlook offsets G7 impact,-0.9336747340857984,negative
2008-04-15,Oil Rises to Record Above $113,0.8850707411766052,positive
2008-04-15,Dollar Holds Gains Against Euro,0.5718851089477539,positive
2008-04-16,U.S. Stocks Gain on Earnings,0.8184522688388824,positive
2008-04-16,U.S. Consumer Prices Rose 0.3% in March,0.8886803388595581,positive
2008-04-16,Dollar Falls to Record Against Euro,-0.9479859638959168,negative
2008-04-18,Dollar Rises Versus Euro,0.8867255114018917,positive
2008-04-21,Dollar Drop Slows With G-7 Blessing,-0.9415435940027236,negative
2008-04-21,Oil Soars to Record above $117,0.686238057911396,positive
2008-04-22,Oil Rises to Record Above $118,0.8227621465921402,positive
2008-04-22,The Dollar Weakens,-0.9351349771022796,negative
2008-04-24,Crude Oil Falls as Dollar Strengthens,-0.9516028370708228,negative
2008-04-25,Dollar Rises Versus Euro,0.8233725056052208,positive
2008-04-27,Oil Rises to Record,0.843134094029665,positive
2008-04-28,Dollar Hits Two-Month High Against Yen,0.4418011009693146,positive
2008-04-29,Dollar Rises to Three-Week High,0.6057120263576508,positive
2008-04-29,Is Oil as Expensive as it Seems?,0.4022133462131023,neutral
2008-04-30,U.S. Stocks Extend Gain After Fed Cuts Lending Rate,0.1869864761829376,positive
2008-04-30,U.S. Economy Expanded at 0.6% in Q1,0.1821810603141784,positive
2008-04-30,Fed Trims Rate to 2%,-0.8777128420770168,negative
2008-05-01,Dollar Rises Versus Euro,0.8830100372433662,positive
2008-05-02,"U.S. Loses 20,000 Jobs in April",-0.9510126085951924,negative
2008-05-02,Dollar Rises to 5-Week High,0.4491337239742279,positive
2008-05-05,Dollar Declines as Bernanke Signals Growth to Slow on Housing,-0.946663623675704,negative
2008-05-06,Dollar Falls for Second Day,-0.949322421103716,negative
2008-05-06,Dollar Trades Near One-Week Low Versus Euro,-0.9416352594271302,negative
2008-05-07,Dollar Rises on U.S. Productivity,0.8230685144662857,positive
2008-05-09,U.S. March Trade Deficit Narrowed,-0.9584952909499408,negative
2008-05-12,Dollar Climbs on Speculation Fed to Halt Cuts,0.8027087450027466,positive
2008-05-13,Dollar Rises,0.7883453592658043,positive
2008-05-14,Dollar Pares Gain Versus Euro,0.7108663469552994,positive
2008-05-14,U.S. CPI Rises Less Than Forecast,-0.786712683737278,negative
2008-05-16,Dollar Falls Most Against Euro in Month,-0.9548918418586254,negative
2008-05-16,Oil rallies to new high near $128,0.8811527118086815,positive
2008-05-19,Dollar Trades Near Two-Week Low Versus,-0.9281234862282872,negative
2008-05-19,Dollar Gains Most Against Euro in 4 Days,0.8645795844495296,positive
2008-05-20,Oil Rises to a Record,0.8366465587168932,positive
2008-05-20,Dollar Declines,-0.9590944331139326,negative
2008-05-21,Oil Rises Above $134 on U.S. Supply Drop,0.4055273532867431,positive
2008-05-21,Gold Rallies on Weak Dollar,0.891764685511589,positive
2008-05-21,Dollar Trades Near 1-Month Low Against Euro,-0.9399405159056188,negative
2008-05-22,Oil Rises Above $135,0.8527327589690685,positive
2008-05-22,Dollar Snaps Two-Day Drop,-0.8075569272041321,negative
2008-05-23,Dollar Set for Weekly Loss as Oil Costs Rise,-0.9431594144552946,negative
2008-05-27,Oil Falls More Than $2,-0.9377274122089148,negative
2008-05-27,Oil Trades Near One-Week Low,-0.958104212768376,negative
2008-05-27,Dollar Trades Near One-Week High Vs Euro,-0.8734856583178043,negative
2008-05-27,"Gold, Silver Drop",-0.9647464705631136,negative
2008-05-28,Dollar Trades Near 2-Week High Against Yen,0.4542437195777893,positive
2008-05-29,Gold Falls Most in Five Weeks,-0.9592398023232818,negative
2008-05-29,Dollar Trades at Three-Month High Vs Yen,-0.2584923505783081,negative
2008-05-29,U.S. Economy Expands,-0.4078256487846374,negative
2008-05-30,Dollar Heads for Monthly Gain,0.892865490168333,positive
2008-06-01,Dollar Snaps Gain Against Yen,-0.8476749211549759,negative
2008-06-02,"U.S. Stocks Drop, Led by Financials",-0.961715979501605,negative
2008-06-03,"Dollar Declines Against Euro, Yen",-0.9620993044227362,negative
2008-06-03,Dollar Surges as Bernanke Speaks Out,-0.0783184468746185,negative
2008-06-05,Crude Oil Rises More Than $5,0.7345059365034103,positive
2008-06-06,U.S. Payrolls Fall,-0.9479699339717628,negative
